자치구,법정동,연월,상태,계열,지정방식,지정일수비율
강남구,일원동,2023-03,지정,신속통합기획,일부,1.0
강남구,일원동,2023-04,지정,신속통합기획,일부,1.0
강남구,일원동,2023-05,지정,신속통합기획,일부,1.0
강남구,일원동,2023-06,지정,신속통합기획,일부,1.0
강남구,일원동,2023-07,지정,신속통합기획,일부,1.0
강남구,일원동,2023-08,불명,신속통합기획,,0.0
강남구,일원동,2023-09,불명,,,1.0
강남구,일원동,2023-10,불명,,,1.0
강남구,일원동,2023-11,불명,,,1.0
강남구,일원동,2023-12,불명,,,1.0
강남구,일원동,2024-01,불명,,,1.0
강남구,일원동,2024-02,불명,,,1.0
강남구,일원동,2024-03,불명,,,1.0
강남구,일원동,2024-04,불명,,,1.0
강남구,일원동,2024-05,불명,,,1.0
강남구,일원동,2024-06,불명,,,1.0
강남구,일원동,2024-07,불명,,,1.0
강남구,일원동,2024-08,불명,국제교류복합지구,,0.367
강남구,일원동,2024-09,지정,국제교류복합지구,동전체,1.0
강남구,일원동,2024-10,지정,국제교류복합지구,동전체,1.0
강남구,일원동,2024-11,지정,국제교류복합지구,동전체,1.0
강남구,일원동,2024-12,지정,국제교류복합지구,동전체,1.0
강남구,일원동,2025-01,불명,,,1.0
강남구,일원동,2025-02,불명,,,1.0
강남구,일원동,2025-03,불명,국제교류복합지구|주요재건축단지,,0.733
강남구,일원동,2025-04,지정,국제교류복합지구|주요재건축단지,혼합,1.0
강남구,일원동,2025-05,지정,국제교류복합지구|주요재건축단지,혼합,1.0
강남구,일원동,2025-06,지정,국제교류복합지구|주요재건축단지,혼합,1.0
강남구,일원동,2025-07,지정,국제교류복합지구|주요재건축단지,혼합,1.0
강남구,일원동,2025-08,지정,국제교류복합지구|외국인|주요재건축단지,혼합,1.0
강남구,일원동,2025-09,지정,국제교류복합지구|외국인|주요재건축단지,혼합,1.0
강남구,일원동,2025-10,지정,미분류|외국인,혼합,1.0
강남구,일원동,2025-11,지정,미분류|외국인,혼합,1.0
강남구,일원동,2025-12,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
강남구,일원동,2026-01,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
강남구,일원동,2026-02,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
강남구,일원동,2026-03,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
강남구,일원동,2026-04,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
강남구,일원동,2026-05,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
강남구,일원동,2026-06,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
강남구,일원동,2026-07,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
강남구,일원동,2026-08,지정,공공재개발|모아타운|미분류|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
강남구,자곡동,2024-08,지정,국제교류복합지구,동전체,0.6
강남구,자곡동,2024-09,지정,국제교류복합지구,동전체,1.0
강남구,자곡동,2024-10,지정,국제교류복합지구,동전체,1.0
강남구,자곡동,2024-11,지정,국제교류복합지구,동전체,1.0
강남구,자곡동,2024-12,지정,국제교류복합지구,동전체,1.0
강남구,자곡동,2025-01,불명,,,1.0
강남구,자곡동,2025-02,불명,,,1.0
강남구,자곡동,2025-03,불명,국제교류복합지구|주요재건축단지,,0.733
강남구,자곡동,2025-04,지정,국제교류복합지구|주요재건축단지,동전체,1.0
강남구,자곡동,2025-05,지정,국제교류복합지구|주요재건축단지,동전체,1.0
강남구,자곡동,2025-06,지정,국제교류복합지구|주요재건축단지,동전체,1.0
강남구,자곡동,2025-07,지정,국제교류복합지구|주요재건축단지,동전체,1.0
강남구,자곡동,2025-08,지정,국제교류복합지구|외국인|주요재건축단지,동전체,1.0
강남구,자곡동,2025-09,지정,국제교류복합지구|외국인|주요재건축단지,동전체,1.0
강남구,자곡동,2025-10,지정,미분류|외국인,동전체,1.0
강남구,자곡동,2025-11,지정,미분류|외국인,동전체,1.0
강남구,자곡동,2025-12,지정,미분류|외국인,동전체,1.0
강남구,자곡동,2026-01,지정,미분류|외국인,동전체,1.0
강남구,자곡동,2026-02,지정,미분류|외국인,동전체,1.0
강남구,자곡동,2026-03,지정,미분류|외국인,동전체,1.0
강남구,자곡동,2026-04,지정,미분류|외국인,동전체,1.0
강남구,자곡동,2026-05,지정,미분류|외국인,동전체,1.0
강남구,자곡동,2026-06,지정,미분류|외국인,동전체,1.0
강남구,자곡동,2026-07,지정,미분류|외국인,동전체,1.0
강남구,자곡동,2026-08,지정,미분류|신규주택공급후보지|외국인|주요재건축단지,동전체,1.0
강남구,청담동,2020-06,지정,국제교류복합지구,동전체,0.241
강남구,청담동,2020-07,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2020-08,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2020-09,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2020-10,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2020-11,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2020-12,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-01,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-02,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-03,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-04,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-05,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-06,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-07,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-08,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-09,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-10,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-11,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2021-12,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-01,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-02,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-03,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-04,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-05,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-06,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-07,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-08,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-09,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-10,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-11,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2022-12,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-01,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-02,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-03,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-04,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-05,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-06,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-07,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-08,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-09,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-10,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-11,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2023-12,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-01,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-02,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-03,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-04,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-05,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-06,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-07,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-08,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-09,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-10,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-11,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2024-12,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2025-01,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2025-02,지정,국제교류복합지구,동전체,1.0
강남구,청담동,2025-03,지정,국제교류복합지구|주요재건축단지,동전체,1.0
강남구,청담동,2025-04,지정,국제교류복합지구|주요재건축단지,동전체,1.0
강남구,청담동,2025-05,지정,국제교류복합지구|주요재건축단지,동전체,1.0
강남구,청담동,2025-06,지정,국제교류복합지구|주요재건축단지,동전체,1.0
강남구,청담동,2025-07,지정,국제교류복합지구|주요재건축단지,동전체,1.0
강남구,청담동,2025-08,지정,국제교류복합지구|외국인|주요재건축단지,동전체,1.0
강남구,청담동,2025-09,지정,국제교류복합지구|외국인|주요재건축단지,동전체,1.0
강남구,청담동,2025-10,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,동전체,1.0
강남구,청담동,2025-11,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,동전체,1.0
강남구,청담동,2025-12,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,동전체,1.0
강남구,청담동,2026-01,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,동전체,1.0
강남구,청담동,2026-02,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,동전체,1.0
강남구,청담동,2026-03,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,동전체,1.0
강남구,청담동,2026-04,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,동전체,1.0
강남구,청담동,2026-05,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,동전체,1.0
강남구,청담동,2026-06,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,동전체,1.0
강남구,청담동,2026-07,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,동전체,1.0
강남구,청담동,2026-08,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,동전체,1.0
강동구,강일동,2024-08,지정,국제교류복합지구,동전체,0.6
강동구,강일동,2024-09,지정,국제교류복합지구,동전체,1.0
강동구,강일동,2024-10,지정,국제교류복합지구,동전체,1.0
강동구,강일동,2024-11,지정,국제교류복합지구,동전체,1.0
강동구,강일동,2024-12,지정,국제교류복합지구,동전체,1.0
강동구,강일동,2025-01,불명,,,1.0
강동구,강일동,2025-02,불명,,,1.0
강동구,강일동,2025-03,불명,,,1.0
강동구,강일동,2025-04,불명,,,1.0
강동구,강일동,2025-05,불명,,,1.0
강동구,강일동,2025-06,불명,,,1.0
강동구,강일동,2025-07,불명,,,1.0
강동구,강일동,2025-08,불명,외국인,,0.8
강동구,강일동,2025-09,지정,외국인,동전체,1.0
강동구,강일동,2025-10,지정,미분류|외국인,동전체,1.0
강동구,강일동,2025-11,지정,미분류|외국인,동전체,1.0
강동구,강일동,2025-12,지정,미분류|외국인,동전체,1.0
강동구,강일동,2026-01,지정,미분류|외국인,동전체,1.0
강동구,강일동,2026-02,지정,미분류|외국인,동전체,1.0
강동구,강일동,2026-03,지정,미분류|외국인,동전체,1.0
강동구,강일동,2026-04,지정,미분류|외국인,동전체,1.0
강동구,강일동,2026-05,지정,미분류|외국인,동전체,1.0
강동구,강일동,2026-06,지정,미분류|외국인,동전체,1.0
강동구,강일동,2026-07,지정,미분류|외국인,동전체,1.0
강동구,강일동,2026-08,지정,미분류|외국인|주요재건축단지,동전체,1.0
강동구,고덕동,2022-08,지정,신속통합기획,일부,0.0
강동구,고덕동,2022-09,지정,신속통합기획,일부,1.0
